STATE,CITY,STATECODE,YEAR,VICTIMS,OFFENDERS,RACE,OFFENCE_CODE,TYPE,VICTIMS_COUNT
 CALIFORNIA,HUNTINGTON BEACH,CA,2012,1,0,U,13C,ANTI-MALE HOMOSEXUAL,0
 CALIFORNIA,HUNTINGTON BEACH,CA,2012,2,0,U,290,ANTI-ASIAN,0
 CALIFORNIA,HUNTINGTON BEACH,CA,2012,1,1,W,13B,ANTI-MALE HOMOSEXUAL,0
 CALIFORNIA,HUNTINGTON BEACH,CA,2012,1,0,U,290,ANTI-ASIAN,0
 CALIFORNIA,HUNTINGTON BEACH,CA,2012,1,3,W,13A,ANTI-BLACK OR AFRICAN AMERICAN,0
 CALIFORNIA,HUNTINGTON BEACH,CA,2012,1,1,W,13A,ANTI-HISPANIC OR LATINO,0
 CALIFORNIA,HUNTINGTON BEACH,CA,2012,1,1,W,13B,ANTI-HISPANIC OR LATINO,0
 CALIFORNIA,HUNTINGTON BEACH,CA,2012,1,0,U,290,ANTI-CATHOLIC,0
 CALIFORNIA,HUNTINGTON BEACH,CA,2012,0,0,U,290,ANTI-CATHOLIC,0
 CALIFORNIA,LAGUNA BEACH,CA,2012,1,1,W,13B,ANTI-MALE HOMOSEXUAL,0
 CALIFORNIA,LA HABRA,CA,2012,1,3,W,13A,ANTI-MALE HOMOSEXUAL,0
 CALIFORNIA,NEWPORT BEACH,CA,2012,0,1,W,290,ANTI-JEWISH,0
 CALIFORNIA,NEWPORT BEACH,CA,2012,1,0,U,290,ANTI-NOT HISPANIC OR LATINO,0
 CALIFORNIA,NEWPORT BEACH,CA,2012,0,0,U,290,ANTI-JEWISH,0
 CALIFORNIA,NEWPORT BEACH,CA,2012,2,0,U,290,ANTI-JEWISH,0
 CALIFORNIA,NEWPORT BEACH,CA,2012,1,0,U,290,ANTI-JEWISH,0
 CALIFORNIA,NEWPORT BEACH,CA,2012,0,0,U,290,ANTI-JEWISH,0
 CALIFORNIA,NEWPORT BEACH,CA,2012,1,1,W,13B,ANTI-MALE HOMOSEXUAL,0
 CALIFORNIA,ORANGE,CA,2012,1,1,W,290,ANTI-BLACK OR AFRICAN AMERICAN,0
 CALIFORNIA,SAN CLEMENTE,CA,2012,1,1,U,13A,ANTI-MALE HOMOSEXUAL,0
 CALIFORNIA,SANTA ANA,CA,2012,0,3,W,23H,"ANTI-LESBIAN, GAY, BISEXUAL, OR TRANSGENDER, MIXED GROUP (LGBT)",0
 CALIFORNIA,SANTA ANA,CA,2012,1,1,W,13A,ANTI-HISPANIC OR LATINO,0
 CALIFORNIA,SANTA ANA,CA,2012,1,1,W,13A,ANTI-BLACK OR AFRICAN AMERICAN,0
 CALIFORNIA,SANTA ANA,CA,2012,2,1,B,13B,"ANTI-LESBIAN, GAY, BISEXUAL, OR TRANSGENDER, MIXED GROUP (LGBT)",0
 CALIFORNIA,SANTA ANA,CA,2012,1,1,W,13C,ANTI-BLACK OR AFRICAN AMERICAN,0
 CALIFORNIA,SANTA ANA,CA,2012,1,1,W,13A,ANTI-HISPANIC OR LATINO,0
 CALIFORNIA,SANTA ANA,CA,2012,1,0,U,290,"ANTI-LESBIAN, GAY, BISEXUAL, OR TRANSGENDER, MIXED GROUP (LGBT)",0
 CALIFORNIA,SANTA ANA,CA,2012,1,1,W,13B,ANTI-BLACK OR AFRICAN AMERICAN,0
 CALIFORNIA,BREA,CA,2012,0,0,U,290,ANTI-PROTESTANT,0
 CALIFORNIA,IRVINE,CA,2012,1,0,U,290,ANTI-JEWISH,0
 CALIFORNIA,IRVINE,CA,2012,1,0,U,290,ANTI-JEWISH,0
 CALIFORNIA,IRVINE,CA,2012,1,0,U,290,ANTI-NOT HISPANIC OR LATINO,0
 CALIFORNIA,FULLERTON,CA,2012,2,0,U,290,"ANTI-LESBIAN, GAY, BISEXUAL, OR TRANSGENDER, MIXED GROUP (LGBT)",0
 CALIFORNIA,FULLERTON,CA,2012,2,0,U,290,ANTI-BLACK OR AFRICAN AMERICAN,0
 CALIFORNIA,FULLERTON,CA,2012,0,0,U,290,ANTI-JEWISH,0
 CALIFORNIA,SANTA ANA,CA,2012,1,1,W,13B,ANTI-HISPANIC OR LATINO,0
 CALIFORNIA,SANTA ANA,CA,2012,1,0,U,13B,ANTI-NOT HISPANIC OR LATINO,0
 CALIFORNIA,SANTA ANA,CA,2012,1,0,U,290,ANTI-NOT HISPANIC OR LATINO,0
 CALIFORNIA,SANTA ANA,CA,2012,0,0,U,290,ANTI-JEWISH,0
 CALIFORNIA,SANTA ANA,CA,2012,1,0,U,290,ANTI-JEWISH,0
 CALIFORNIA,IRVINE,CA,2012,1,1,W,13B,ANTI-BLACK OR AFRICAN AMERICAN,0
 CALIFORNIA,ROSEVILLE,CA,2012,2,0,U,13C,ANTI-NOT HISPANIC OR LATINO,0
 CALIFORNIA,RIVERSIDE,CA,2012,1,0,U,290,ANTI-MALE HOMOSEXUAL,0
 CALIFORNIA,RIVERSIDE,CA,2012,1,0,U,220,ANTI-MALE HOMOSEXUAL,0
 CALIFORNIA,RIVERSIDE,CA,2012,1,6,W,13A,ANTI-BLACK OR AFRICAN AMERICAN,0
 CALIFORNIA,HEMET,CA,2012,2,1,W,13C,ANTI-BLACK OR AFRICAN AMERICAN,0
 CALIFORNIA,HEMET,CA,2012,3,2,M,13A,ANTI-MULTI-RACIAL,0
 CALIFORNIA,PALM SPRINGS,CA,2012,1,1,W,13B,ANTI-JEWISH,0
 CALIFORNIA,PALM SPRINGS,CA,2012,1,1,W,13C,ANTI-JEWISH,0
 CALIFORNIA,PALM SPRINGS,CA,2012,1,1,W,13C,"ANTI-LESBIAN, GAY, BISEXUAL, OR TRANSGENDER, MIXED GROUP (LGBT)",0
 CALIFORNIA,PALM SPRINGS,CA,2012,1,1,W,13B,"ANTI-LESBIAN, GAY, BISEXUAL, OR TRANSGENDER, MIXED GROUP (LGBT)",0
 CALIFORNIA,PALM SPRINGS,CA,2012,0,0,U,290,ANTI-JEWISH,0
 CALIFORNIA,PALM SPRINGS,CA,2012,1,1,U,13C,ANTI-NOT HISPANIC OR LATINO,0
 CALIFORNIA,RIVERSIDE,CA,2012,1,1,W,13B,ANTI-BLACK OR AFRICAN AMERICAN,0
 CALIFORNIA,RIVERSIDE,CA,2012,1,1,W,13B,ANTI-NOT HISPANIC OR LATINO,0
 CALIFORNIA,RIVERSIDE,CA,2012,1,0,U,290,ANTI-BLACK OR AFRICAN AMERICAN,0
 CALIFORNIA,RIVERSIDE,CA,2012,1,0,U,240,ANTI-FEMALE HOMOSEXUAL,0
 CALIFORNIA,RIVERSIDE,CA,2012,1,1,W,13C,ANTI-ISLAMIC,0
 CALIFORNIA,RIVERSIDE,CA,2012,1,1,W,13A,ANTI-BLACK OR AFRICAN AMERICAN,0
 CALIFORNIA,RIVERSIDE,CA,2012,0,0,U,290,ANTI-OTHER RELIGION,0
 CALIFORNIA,RIVERSIDE,CA,2012,0,0,U,290,ANTI-OTHER RELIGION,0
 CALIFORNIA,RIVERSIDE,CA,2012,0,0,U,290,ANTI-OTHER RELIGION,0
 CALIFORNIA,RIVERSIDE,CA,2012,0,0,U,290,ANTI-OTHER RELIGION,0
 CALIFORNIA,RIVERSIDE,CA,2012,1,0,U,13C,ANTI-MALE HOMOSEXUAL,0
 CALIFORNIA,RIVERSIDE,CA,2012,1,1,U,13C,ANTI-WHITE,0
 CALIFORNIA,CORONA,CA,2012,1,1,W,13A,ANTI-HISPANIC OR LATINO,0
 CALIFORNIA,CORONA,CA,2012,2,2,W,290,ANTI-BLACK OR AFRICAN AMERICAN,0
 CALIFORNIA,CORONA,CA,2012,1,1,U,13C,ANTI-MALE HOMOSEXUAL,0
 CALIFORNIA,RIVERSIDE,CA,2012,1,1,W,13C,ANTI-BLACK OR AFRICAN AMERICAN,0
 CALIFORNIA,RIVERSIDE,CA,2012,1,0,U,290,ANTI-MALE HOMOSEXUAL,0
 CALIFORNIA,RIVERSIDE,CA,2012,1,1,B,13B,ANTI-MALE HOMOSEXUAL,0
 CALIFORNIA,MORENO VALLEY,CA,2012,1,1,U,13C,ANTI-BLACK OR AFRICAN AMERICAN,0
 CALIFORNIA,RIVERSIDE,CA,2012,0,0,U,290,ANTI-CATHOLIC,0
 CALIFORNIA,RIVERSIDE,CA,2012,1,1,W,13C,ANTI-BLACK OR AFRICAN AMERICAN,0
 CALIFORNIA,RIVERSIDE,CA,2012,0,0,U,290,ANTI-BLACK OR AFRICAN AMERICAN,0
 CALIFORNIA,RIVERSIDE,CA,2012,0,0,U,290,"ANTI-LESBIAN, GAY, BISEXUAL, OR TRANSGENDER, MIXED GROUP (LGBT)",0
 CALIFORNIA,RIVERSIDE,CA,2012,0,0,U,290,ANTI-FEMALE HOMOSEXUAL,0
 CALIFORNIA,RIVERSIDE,CA,2012,0,0,U,290,ANTI-FEMALE HOMOSEXUAL,0
 CALIFORNIA,MURRIETA,CA,2012,1,1,B,120,"ANTI-LESBIAN, GAY, BISEXUAL, OR TRANSGENDER, MIXED GROUP (LGBT)",0
 CALIFORNIA,MURRIETA,CA,2012,1,0,U,290,ANTI-MULTI-RELIGIOUS,0
 CALIFORNIA,RIVERSIDE,CA,2012,1,2,W,290,ANTI-BLACK OR AFRICAN AMERICAN,0
 CALIFORNIA,RIVERSIDE,CA,2012,1,0,U,290,ANTI-BLACK OR AFRICAN AMERICAN,0
 CALIFORNIA,RIVERSIDE,CA,2012,1,0,U,13C,ANTI-BLACK OR AFRICAN AMERICAN,0
 CALIFORNIA,RIVERSIDE,CA,2012,1,0,U,13C,ANTI-BLACK OR AFRICAN AMERICAN,0
 CALIFORNIA,RIVERSIDE,CA,2012,1,1,W,13C,ANTI-MALE HOMOSEXUAL,0
 CALIFORNIA,RIVERSIDE,CA,2012,0,0,U,290,ANTI-JEWISH,0
 CALIFORNIA,RIVERSIDE,CA,2012,0,0,U,290,ANTI-BLACK OR AFRICAN AMERICAN,0
 CALIFORNIA,SACRAMENTO,CA,2012,2,1,B,13C,ANTI-NOT HISPANIC OR LATINO,0
 CALIFORNIA,SACRAMENTO,CA,2012,1,1,W,13B,ANTI-MALE HOMOSEXUAL,0
 CALIFORNIA,SACRAMENTO,CA,2012,2,1,W,13A,ANTI-OTHER RELIGION,0
 CALIFORNIA,SACRAMENTO,CA,2012,1,4,W,13A,ANTI-BLACK OR AFRICAN AMERICAN,0
 CALIFORNIA,SACRAMENTO,CA,2012,1,0,U,290,ANTI-WHITE,0
 CALIFORNIA,SACRAMENTO,CA,2012,2,4,W,13A,ANTI-BLACK OR AFRICAN AMERICAN,0
 CALIFORNIA,SACRAMENTO,CA,2012,1,5,W,13A,ANTI-BLACK OR AFRICAN AMERICAN,0
 CALIFORNIA,SACRAMENTO,CA,2012,2,3,W,13B,ANTI-ISLAMIC,0
 CALIFORNIA,SACRAMENTO,CA,2012,2,2,B,13B,"ANTI-LESBIAN, GAY, BISEXUAL, OR TRANSGENDER, MIXED GROUP (LGBT)",0
 CALIFORNIA,SACRAMENTO,CA,2012,1,1,B,120,ANTI-HISPANIC OR LATINO,0
 CALIFORNIA,SACRAMENTO,CA,2012,1,0,U,290,ANTI-BLACK OR AFRICAN AMERICAN,0
 CALIFORNIA,SACRAMENTO,CA,2012,2,1,W,13C,ANTI-BLACK OR AFRICAN AMERICAN,0
 CALIFORNIA,SACRAMENTO,CA,2012,2,1,W,13C,ANTI-MULTI-RACIAL,0
 CALIFORNIA,SACRAMENTO,CA,2012,0,0,U,290,ANTI-NOT HISPANIC OR LATINO,0
 CALIFORNIA,SACRAMENTO,CA,2012,1,1,W,13B,ANTI-BLACK OR AFRICAN AMERICAN,0
 CALIFORNIA,SACRAMENTO,CA,2012,1,1,W,13C,ANTI-BLACK OR AFRICAN AMERICAN,0
 CALIFORNIA,SACRAMENTO,CA,2012,2,1,W,13B,ANTI-BLACK OR AFRICAN AMERICAN,0
 CALIFORNIA,SACRAMENTO,CA,2012,1,2,W,13C,ANTI-NOT HISPANIC OR LATINO,0
 CALIFORNIA,SACRAMENTO,CA,2012,1,1,W,13C,ANTI-BLACK OR AFRICAN AMERICAN,0
 CALIFORNIA,SACRAMENTO,CA,2012,0,1,W,200,ANTI-BLACK OR AFRICAN AMERICAN,0
 CALIFORNIA,SACRAMENTO,CA,2012,1,1,W,13A,"ANTI-LESBIAN, GAY, BISEXUAL, OR TRANSGENDER, MIXED GROUP (LGBT)",0
 CALIFORNIA,SACRAMENTO,CA,2012,1,0,U,290,ANTI-JEWISH,0
 CALIFORNIA,SACRAMENTO,CA,2012,0,1,W,290,ANTI-OTHER RELIGION,0
 CALIFORNIA,SACRAMENTO,CA,2012,1,0,U,290,ANTI-NOT HISPANIC OR LATINO,0
 CALIFORNIA,SACRAMENTO,CA,2012,1,3,W,13B,ANTI-BLACK OR AFRICAN AMERICAN,0
 CALIFORNIA,SACRAMENTO,CA,2012,2,2,W,13A,ANTI-MALE HOMOSEXUAL,0
 CALIFORNIA,SACRAMENTO,CA,2012,1,1,A,13A,"ANTI-LESBIAN, GAY, BISEXUAL, OR TRANSGENDER, MIXED GROUP (LGBT)",0
 CALIFORNIA,SACRAMENTO,CA,2012,1,3,M,13A,"ANTI-LESBIAN, GAY, BISEXUAL, OR TRANSGENDER, MIXED GROUP (LGBT)",0
 CALIFORNIA,SACRAMENTO,CA,2012,0,0,U,290,ANTI-MULTI-RELIGIOUS,0
 CALIFORNIA,SACRAMENTO,CA,2012,0,0,U,290,ANTI-NOT HISPANIC OR LATINO,0
 CALIFORNIA,SACRAMENTO,CA,2012,0,1,W,200,ANTI-CATHOLIC,0
 CALIFORNIA,SACRAMENTO,CA,2012,1,1,B,13A,"ANTI-LESBIAN, GAY, BISEXUAL, OR TRANSGENDER, MIXED GROUP (LGBT)",0
 CALIFORNIA,SACRAMENTO,CA,2012,1,0,U,13A,ANTI-BLACK OR AFRICAN AMERICAN,0
 CALIFORNIA,SACRAMENTO,CA,2012,1,0,U,290,"ANTI-LESBIAN, GAY, BISEXUAL, OR TRANSGENDER, MIXED GROUP (LGBT)",0
 CALIFORNIA,SACRAMENTO,CA,2012,2,2,B,13A,ANTI-MALE HOMOSEXUAL,0
 CALIFORNIA,SACRAMENTO,CA,2012,7,0,U,290,ANTI-NOT HISPANIC OR LATINO,0
 CALIFORNIA,CITRUS HEIGHTS,CA,2012,2,0,U,290,ANTI-FEMALE HOMOSEXUAL,0
 CALIFORNIA,SAN BERNARDINO,CA,2012,2,1,W,13A,"ANTI-LESBIAN, GAY, BISEXUAL, OR TRANSGENDER, MIXED GROUP (LGBT)",0
 CALIFORNIA,CHINO,CA,2012,1,0,U,290,ANTI-MALE HOMOSEXUAL,0
 CALIFORNIA,CHINO,CA,2012,1,0,U,290,ANTI-MALE HOMOSEXUAL,0
 CALIFORNIA,CHINO,CA,2012,0,1,W,290,ANTI-BLACK OR AFRICAN AMERICAN,0
 CALIFORNIA,COLTON,CA,2012,2,0,U,290,ANTI-ASIAN,0
 CALIFORNIA,COLTON,CA,2012,1,0,U,290,ANTI-FEMALE HOMOSEXUAL,0
 CALIFORNIA,MONTCLAIR,CA,2012,1,1,W,13B,ANTI-MALE HOMOSEXUAL,0
 CALIFORNIA,MONTCLAIR,CA,2012,1,1,W,13A,ANTI-HISPANIC OR LATINO,0
 CALIFORNIA,MONTCLAIR,CA,2012,1,1,W,13A,ANTI-MALE HOMOSEXUAL,0
 CALIFORNIA,ONTARIO,CA,2012,1,0,U,13C,ANTI-NOT HISPANIC OR LATINO,0
 CALIFORNIA,ONTARIO,CA,2012,1,1,W,220,ANTI-BLACK OR AFRICAN AMERICAN,0
 CALIFORNIA,REDLANDS,CA,2012,1,0,U,220,ANTI-BLACK OR AFRICAN AMERICAN,0
 CALIFORNIA,SAN BERNARDINO,CA,2012,1,2,B,120,ANTI-WHITE,0
 CALIFORNIA,UPLAND,CA,2012,0,0,U,290,ANTI-BLACK OR AFRICAN AMERICAN,0
 CALIFORNIA,SAN BERNARDINO,CA,2012,0,0,U,290,ANTI-BLACK OR AFRICAN AMERICAN,0
 CALIFORNIA,SAN BERNARDINO,CA,2012,1,0,U,290,ANTI-ASIAN,0
 CALIFORNIA,ADELANTO,CA,2012,1,1,W,13A,ANTI-BLACK OR AFRICAN AMERICAN,0
 CALIFORNIA,HIGHLAND,CA,2012,1,1,W,290,ANTI-BLACK OR AFRICAN AMERICAN,0
 CALIFORNIA,SAN BERNARDINO,CA,2012,1,1,W,13B,ANTI-BLACK OR AFRICAN AMERICAN,0
 CALIFORNIA,SAN BERNARDINO,CA,2012,3,3,W,13A,ANTI-HISPANIC OR LATINO,0
 CALIFORNIA,SAN BERNARDINO,CA,2012,1,1,W,13C,ANTI-HISPANIC OR LATINO,0
 CALIFORNIA,SAN BERNARDINO,CA,2012,1,2,W,13B,ANTI-BLACK OR AFRICAN AMERICAN,0
 CALIFORNIA,SAN BERNARDINO,CA,2012,0,0,U,290,ANTI-BLACK OR AFRICAN AMERICAN,0
 CALIFORNIA,SAN DIEGO,CA,2012,1,2,W,13C,ANTI-ISLAMIC,0
 CALIFORNIA,SAN DIEGO,CA,2012,1,1,W,13B,ANTI-MULTI-RACIAL,0
 CALIFORNIA,SAN DIEGO,CA,2012,0,0,U,290,ANTI-OTHER RELIGION,0
 CALIFORNIA,SAN DIEGO,CA,2012,1,3,W,290,ANTI-HISPANIC OR LATINO,0
 CALIFORNIA,SAN DIEGO,CA,2012,1,1,W,290,ANTI-BLACK OR AFRICAN AMERICAN,0
 CALIFORNIA,SAN DIEGO,CA,2012,2,2,U,290,ANTI-NOT HISPANIC OR LATINO,0
 CALIFORNIA,SAN DIEGO,CA,2012,1,2,W,13B,ANTI-BLACK OR AFRICAN AMERICAN,0
 CALIFORNIA,SAN DIEGO,CA,2012,1,1,B,13B,ANTI-ISLAMIC,0
 CALIFORNIA,SAN DIEGO,CA,2012,1,1,U,13B,ANTI-ISLAMIC,0
 CALIFORNIA,SAN DIEGO,CA,2012,1,2,W,13B,"ANTI-LESBIAN, GAY, BISEXUAL, OR TRANSGENDER, MIXED GROUP (LGBT)",0
 CALIFORNIA,SAN DIEGO,CA,2012,1,2,W,13A,ANTI-NOT HISPANIC OR LATINO,0
 CALIFORNIA,SAN DIEGO,CA,2012,1,0,U,13A,ANTI-HISPANIC OR LATINO,0
 CALIFORNIA,SAN DIEGO,CA,2012,1,3,M,120,ANTI-WHITE,0
 CALIFORNIA,SAN DIEGO,CA,2012,1,1,B,13B,ANTI-HISPANIC OR LATINO,0
 CALIFORNIA,SAN DIEGO,CA,2012,1,1,W,13C,ANTI-BLACK OR AFRICAN AMERICAN,0
 CALIFORNIA,SAN DIEGO,CA,2012,1,1,B,13B,ANTI-HISPANIC OR LATINO,0
 CALIFORNIA,SAN DIEGO,CA,2012,1,2,W,13C,ANTI-BLACK OR AFRICAN AMERICAN,0
 CALIFORNIA,SAN DIEGO,CA,2012,1,2,W,13B,ANTI-BLACK OR AFRICAN AMERICAN,0
 CALIFORNIA,SAN DIEGO,CA,2012,0,1,W,290,ANTI-JEWISH,0
 CALIFORNIA,SAN DIEGO,CA,2012,1,1,W,13A,ANTI-BLACK OR AFRICAN AMERICAN,0
 CALIFORNIA,SAN DIEGO,CA,2012,1,1,B,13B,ANTI-BLACK OR AFRICAN AMERICAN,0
 CALIFORNIA,SAN DIEGO,CA,2012,1,0,U,13C,ANTI-HISPANIC OR LATINO,0
 CALIFORNIA,SAN DIEGO,CA,2012,1,1,I,13B,ANTI-BLACK OR AFRICAN AMERICAN,0
 CALIFORNIA,SAN DIEGO,CA,2012,1,0,U,290,ANTI-BLACK OR AFRICAN AMERICAN,0
 CALIFORNIA,CHULA VISTA,CA,2012,1,1,U,13A,ANTI-BLACK OR AFRICAN AMERICAN,0
 CALIFORNIA,CHULA VISTA,CA,2012,1,1,W,13B,ANTI-MALE HOMOSEXUAL,0
 CALIFORNIA,CHULA VISTA,CA,2012,1,0,U,290,ANTI-BLACK OR AFRICAN AMERICAN,0
 CALIFORNIA,CHULA VISTA,CA,2012,0,0,U,290,"ANTI-LESBIAN, GAY, BISEXUAL, OR TRANSGENDER, MIXED GROUP (LGBT)",0
 CALIFORNIA,CORONADO,CA,2012,1,0,U,13C,ANTI-JEWISH,0
 CALIFORNIA,EL CAJON,CA,2012,2,3,W,13C,ANTI-HISPANIC OR LATINO,0
 CALIFORNIA,ESCONDIDO,CA,2012,3,1,W,13A,ANTI-ASIAN,0
 CALIFORNIA,ESCONDIDO,CA,2012,1,3,W,120,ANTI-BLACK OR AFRICAN AMERICAN,0
 CALIFORNIA,ESCONDIDO,CA,2012,1,1,B,13A,ANTI-HISPANIC OR LATINO,0
 CALIFORNIA,ESCONDIDO,CA,2012,2,1,W,13A,ANTI-BLACK OR AFRICAN AMERICAN,0
 CALIFORNIA,ESCONDIDO,CA,2012,0,1,W,200,ANTI-ASIAN,0
 CALIFORNIA,ESCONDIDO,CA,2012,2,1,W,13A,ANTI-ASIAN,0
 CALIFORNIA,ESCONDIDO,CA,2012,2,2,W,13A,ANTI-BLACK OR AFRICAN AMERICAN,0
 CALIFORNIA,ESCONDIDO,CA,2012,2,2,W,13A,ANTI-BLACK OR AFRICAN AMERICAN,0
 CALIFORNIA,ESCONDIDO,CA,2012,1,4,W,13A,ANTI-BLACK OR AFRICAN AMERICAN,0
 CALIFORNIA,ESCONDIDO,CA,2012,1,4,W,13A,ANTI-BLACK OR AFRICAN AMERICAN,0
 CALIFORNIA,LA MESA,CA,2012,1,1,W,13A,ANTI-MALE HOMOSEXUAL,0
 CALIFORNIA,LA MESA,CA,2012,1,1,W,13B,ANTI-ASIAN,0
 CALIFORNIA,NATIONAL CITY,CA,2012,2,1,W,13A,ANTI-BLACK OR AFRICAN AMERICAN,0
 CALIFORNIA,NATIONAL CITY,CA,2012,2,0,U,290,ANTI-NOT HISPANIC OR LATINO,0
 CALIFORNIA,OCEANSIDE,CA,2012,1,0,U,290,ANTI-ASIAN,0
 CALIFORNIA,OCEANSIDE,CA,2012,1,0,U,290,ANTI-MALE HOMOSEXUAL,0
 CALIFORNIA,OCEANSIDE,CA,2012,1,0,U,290,ANTI-HISPANIC OR LATINO,0
 CALIFORNIA,OCEANSIDE,CA,2012,1,1,W,13B,ANTI-BLACK OR AFRICAN AMERICAN,0
 CALIFORNIA,OCEANSIDE,CA,2012,1,0,U,290,ANTI-HISPANIC OR LATINO,0
 CALIFORNIA,OCEANSIDE,CA,2012,5,5,W,13A,ANTI-BLACK OR AFRICAN AMERICAN,0
 CALIFORNIA,OCEANSIDE,CA,2012,2,4,W,13A,ANTI-BLACK OR AFRICAN AMERICAN,0
 CALIFORNIA,OCEANSIDE,CA,2012,1,1,W,13B,ANTI-BLACK OR AFRICAN AMERICAN,0
 CALIFORNIA,OCEANSIDE,CA,2012,1,1,W,13B,ANTI-BLACK OR AFRICAN AMERICAN,0
 CALIFORNIA,SAN DIEGO,CA,2012,1,2,W,13B,"ANTI-LESBIAN, GAY, BISEXUAL, OR TRANSGENDER, MIXED GROUP (LGBT)",0
 CALIFORNIA,SAN DIEGO,CA,2012,1,1,W,13C,ANTI-BLACK OR AFRICAN AMERICAN,0
 CALIFORNIA,SAN DIEGO,CA,2012,1,1,W,13B,ANTI-HISPANIC OR LATINO,0
 CALIFORNIA,SAN DIEGO,CA,2012,0,0,U,290,ANTI-JEWISH,0
 CALIFORNIA,SAN DIEGO,CA,2012,1,1,W,13C,ANTI-BLACK OR AFRICAN AMERICAN,0
 CALIFORNIA,SAN DIEGO,CA,2012,3,10,W,120,"ANTI-LESBIAN, GAY, BISEXUAL, OR TRANSGENDER, MIXED GROUP (LGBT)",0
 CALIFORNIA,SAN DIEGO,CA,2012,0,0,U,290,ANTI-MULTI-RELIGIOUS,0
 CALIFORNIA,SAN DIEGO,CA,2012,2,0,U,290,ANTI-BLACK OR AFRICAN AMERICAN,0
 CALIFORNIA,SAN DIEGO,CA,2012,5,3,W,13C,ANTI-HISPANIC OR LATINO,0
 CALIFORNIA,SAN DIEGO,CA,2012,1,1,W,13C,ANTI-JEWISH,0
 CALIFORNIA,SAN DIEGO,CA,2012,1,2,W,13B,"ANTI-LESBIAN, GAY, BISEXUAL, OR TRANSGENDER, MIXED GROUP (LGBT)",0
 CALIFORNIA,SAN DIEGO,CA,2012,1,1,A,13B,ANTI-HISPANIC OR LATINO,0
 CALIFORNIA,SAN DIEGO,CA,2012,3,1,B,13A,ANTI-NOT HISPANIC OR LATINO,0
 CALIFORNIA,SAN DIEGO,CA,2012,0,0,U,290,ANTI-MULTI-RACIAL,0
 CALIFORNIA,SAN DIEGO,CA,2012,1,2,W,13C,ANTI-WHITE,0
 CALIFORNIA,SAN DIEGO,CA,2012,1,0,U,13C,ANTI-HISPANIC OR LATINO,0
 CALIFORNIA,SAN DIEGO,CA,2012,1,1,W,13B,"ANTI-LESBIAN, GAY, BISEXUAL, OR TRANSGENDER, MIXED GROUP (LGBT)",0
 CALIFORNIA,SAN DIEGO,CA,2012,1,1,W,13C,ANTI-BLACK OR AFRICAN AMERICAN,0
 CALIFORNIA,SAN DIEGO,CA,2012,1,1,W,13B,ANTI-ISLAMIC,0
 CALIFORNIA,SAN DIEGO,CA,2012,1,0,U,290,ANTI-NOT HISPANIC OR LATINO,0
 CALIFORNIA,SAN DIEGO,CA,2012,1,1,W,13B,ANTI-MULTI-RACIAL,0
 CALIFORNIA,SAN DIEGO,CA,2012,1,1,B,13B,"ANTI-LESBIAN, GAY, BISEXUAL, OR TRANSGENDER, MIXED GROUP (LGBT)",0
 CALIFORNIA,SAN DIEGO,CA,2012,1,1,W,13B,ANTI-JEWISH,0
 CALIFORNIA,SAN DIEGO,CA,2012,1,1,W,290,ANTI-BLACK OR AFRICAN AMERICAN,0
 CALIFORNIA,SAN DIEGO,CA,2012,1,1,U,13B,ANTI-BLACK OR AFRICAN AMERICAN,0
 CALIFORNIA,SAN DIEGO,CA,2012,1,0,U,290,ANTI-MULTI-RACIAL,0
 CALIFORNIA,SAN DIEGO,CA,2012,1,0,U,290,ANTI-ATHEISM/AGNOSTICISM,0
 CALIFORNIA,SAN DIEGO,CA,2012,1,0,U,290,"ANTI-LESBIAN, GAY, BISEXUAL, OR TRANSGENDER, MIXED GROUP (LGBT)",0
 CALIFORNIA,SAN DIEGO,CA,2012,1,0,U,290,"ANTI-LESBIAN, GAY, BISEXUAL, OR TRANSGENDER, MIXED GROUP (LGBT)",0
 CALIFORNIA,SAN DIEGO,CA,2012,1,0,U,290,ANTI-BLACK OR AFRICAN AMERICAN,0
 CALIFORNIA,SAN DIEGO,CA,2012,0,0,U,290,ANTI-OTHER RELIGION,0
 CALIFORNIA,SAN DIEGO,CA,2012,0,0,U,290,ANTI-MULTI-RACIAL,0
 CALIFORNIA,SAN DIEGO,CA,2012,2,0,U,290,"ANTI-LESBIAN, GAY, BISEXUAL, OR TRANSGENDER, MIXED GROUP (LGBT)",0
 CALIFORNIA,SAN DIEGO,CA,2012,2,1,W,13B,"ANTI-LESBIAN, GAY, BISEXUAL, OR TRANSGENDER, MIXED GROUP (LGBT)",0
 CALIFORNIA,SAN MARCOS,CA,2012,1,2,U,13B,ANTI-MALE HOMOSEXUAL,0
 CALIFORNIA,SAN MARCOS,CA,2012,1,1,W,13C,ANTI-BLACK OR AFRICAN AMERICAN,0
 CALIFORNIA,VISTA,CA,2012,1,1,W,13A,ANTI-BLACK OR AFRICAN AMERICAN,0
 CALIFORNIA,VISTA,CA,2012,0,0,U,290,ANTI-JEWISH,0
 CALIFORNIA,VISTA,CA,2012,1,2,W,13A,ANTI-BLACK OR AFRICAN AMERICAN,0
 CALIFORNIA,VISTA,CA,2012,3,1,W,13C,ANTI-HISPANIC OR LATINO,0
